crop,region,land_size_ha,soil_ph,rainfall_mm,temperature_c,humidity_pct,elevation_m,irrigation,fertilizer_type,yield_tons_per_ha,total_yield_tons,year
sorghum,South,13.02,5.2,1906,27.88916302762603,75.9910624190713,542,0,organic,1.632,21.249,2020
cocoa,East,10.99,4.9,1709,23.22550508022568,87.407098952673,517,0,organic,0.562,6.175,2019
tomato,South,29.08,6.0,1718,27.622924528381496,89.58658236806687,407,1,inorganic,35.183,1023.13,2016
potato,Littoral,9.19,6.4,2624,26.85806030804232,86.9092626794693,103,0,organic,16.359,150.341,2022
coffee,North West,46.28,7.1,1604,18.81647494118655,75.10795981030239,1529,0,inorganic,0.488,22.596,2019
cassava,Adamawa,47.53,5.3,1140,21.267455022167404,52.39395641938016,866,1,none,10.828,514.666,2022
rice,Far North,16.17,4.6,410,33.10288778213267,43.493663811404375,381,0,organic,0.699,11.296,2023
onion,Centre,43.9,7.1,1512,24.27598777572599,73.3071772549191,653,1,mixed,20.399,895.514,2021
rice,Adamawa,37.47,4.9,1139,20.797848934073308,64.78876371192199,887,0,inorganic,2.257,84.569,2019
potato,South,5.88,5.2,1739,27.936709242179468,80.28340611913866,485,0,inorganic,16.092,94.619,2018
tomato,West,48.42,6.9,1793,18.598962635353743,79.44105457911628,1184,0,none,14.545,704.286,2017
maize,Far North,14.27,4.9,322,30.37890027884042,41.32155901686112,231,0,inorganic,0.735,10.485,2018
cocoa,Centre,47.1,5.6,1741,23.484009062309884,72.28744997814067,716,1,mixed,0.626,29.484,2021
coffee,West,4.74,6.6,1729,19.777886635915223,70.86081646090554,1201,0,none,0.377,1.789,2020
cocoa,South,42.86,5.0,1784,24.65805725515484,87.26233787333855,493,1,none,0.674,28.886,2018
groundnut,South West,3.83,4.6,3370,26.60513213346095,77.6271431134388,325,1,organic,2.038,7.807,2018
rice,North,19.42,6.5,679,30.912504499233943,54.75739975447162,336,1,organic,1.978,38.412,2017
palm_oil,Far North,22.75,6.5,592,30.99839802949942,31.45109878146348,364,0,inorganic,0.96,21.846,2017
coffee,Far North,40.13,7.1,321,30.51064599437718,38.54273402544855,216,1,mixed,0.143,5.758,2022
beans,North West,25.58,6.1,1914,19.150379962640365,68.13889105497874,1521,0,mixed,1.416,36.21,2018
beans,South West,9.81,6.2,3661,25.29791984081702,84.94997875064877,433,1,mixed,1.674,16.42,2018
rice,Adamawa,35.74,6.4,1094,23.877223123992305,61.49503529354489,955,1,organic,3.075,109.885,2016
onion,North,14.27,6.8,898,29.754194821793924,39.345795435631366,441,1,none,10.7,152.684,2019
groundnut,North West,5.52,4.6,1910,17.888258483706007,70.91902802908692,1482,1,organic,1.861,10.27,2019
cassava,West,29.33,5.9,1506,18.396049624138215,71.69933535552089,1246,0,inorganic,12.127,355.692,2022
palm_oil,Centre,38.99,7.5,1724,26.258332919655544,79.25857707755249,609,1,inorganic,4.905,191.255,2023
maize,Centre,26.95,5.8,1438,24.4651979491694,74.04102785521401,632,1,none,2.92,78.7,2019
tomato,North West,46.01,5.1,1816,18.431426664502983,79.35059338569883,1563,1,organic,31.974,1471.139,2023
maize,Far North,37.52,4.8,684,31.096842180123453,33.12482088762289,358,1,inorganic,0.898,33.704,2024
sorghum,West,0.73,6.2,1776,18.65617240299093,79.8782257270492,1108,0,organic,1.326,0.968,2018
beans,North West,12.52,6.6,1884,20.765110855837253,70.9334643217938,1466,0,inorganic,1.28,16.027,2024
cocoa,North,39.0,4.8,871,30.43124321509275,53.605085588293534,384,0,organic,0.255,9.963,2019
palm_oil,South,36.13,6.0,1864,26.063462052079657,81.31519220080651,587,0,inorganic,5.375,194.204,2019
cocoa,Adamawa,15.71,7.1,1245,21.16464141738167,58.92406959981501,805,0,none,0.296,4.658,2020
groundnut,North West,7.72,4.6,1931,19.510631941924615,77.16467111973046,1513,0,mixed,1.614,12.463,2019
cassava,South West,37.85,6.4,3331,26.634859456300287,90.07773179992444,408,1,mixed,18.024,682.223,2017
potato,Littoral,15.26,5.6,2711,27.883488606401453,80.43897654778483,28,1,inorganic,19.223,293.34,2019
tomato,Adamawa,13.27,6.4,1359,21.957101017504794,52.44370144970947,955,0,mixed,15.763,209.181,2016
onion,Littoral,28.58,6.1,2778,28.420947750872173,87.3551690214434,135,0,organic,22.96,656.205,2024
maize,Adamawa,36.65,5.8,1357,22.03396966691691,69.31603874090541,947,1,organic,2.12,77.701,2018
sorghum,Far North,43.35,7.5,352,30.656098413776537,36.45010565466203,343,1,mixed,0.365,15.843,2022
potato,Far North,31.03,4.8,356,31.562147107622692,42.896574954996304,229,0,mixed,3.664,113.689,2018
groundnut,East,38.35,6.4,1729,25.34970115458347,84.601192189609,536,0,organic,1.65,63.294,2017
tomato,South West,11.16,6.4,3334,23.768009986494576,89.03864429146836,383,1,none,37.689,420.614,2016
sorghum,North West,40.83,6.4,1658,19.982459010432503,76.01555835967207,1560,0,none,1.145,46.74,2020
groundnut,Centre,14.74,5.4,1547,24.517843368947418,87.94610125321202,747,1,none,1.765,26.023,2016
cocoa,Littoral,35.05,7.1,2939,25.283346684013477,73.51470548536409,-36,1,mixed,0.765,26.822,2021
rice,Adamawa,27.78,6.5,1193,20.26624133223035,63.83351287183982,809,0,none,1.879,52.186,2020
palm_oil,North West,32.14,6.0,1611,20.594496843111987,72.00383886429105,1418,1,inorganic,5.718,183.761,2018
plantain,East,43.31,6.5,1799,22.051003607200215,71.03816432280875,619,1,none,12.28,531.868,2016
groundnut,West,33.61,5.1,1667,20.678863158141052,78.07444787048544,1162,1,none,1.9,63.868,2017
potato,Littoral,5.2,5.0,2856,26.841048557351854,73.25637491708136,1,0,inorganic,15.125,78.651,2020
maize,South,5.95,7.0,1614,25.145688841827987,85.66108205344005,490,0,none,1.834,10.91,2018
cocoyam,South West,14.24,5.6,3606,25.199833660793473,78.81576512121119,345,0,mixed,8.197,116.73,2016
maize,East,11.74,5.4,1668,25.837197717153696,74.21072114972483,506,0,mixed,2.635,30.939,2022
cassava,North West,43.63,5.7,1771,18.673807412685996,77.23474810137988,1561,1,none,14.702,641.434,2020
potato,Adamawa,7.94,6.2,1139,22.41228912953862,50.98331427400401,877,0,organic,9.176,72.86,2020
maize,Adamawa,48.02,5.0,1216,23.86040019836599,57.544615293166814,951,1,organic,1.818,87.294,2023
palm_oil,North West,5.76,6.9,1795,19.26331834125276,76.17282246937305,1508,1,mixed,5.689,32.771,2024
potato,East,38.51,6.5,1777,23.282886901855118,79.50723005015865,506,1,none,17.274,665.219,2020
cocoa,South West,45.78,6.6,3669,23.22965037613492,91.64029198877351,493,0,mixed,0.743,34.018,2023
beans,West,2.21,4.8,1435,21.393454571932345,70.95316001192177,1127,0,inorganic,1.083,2.393,2024
beans,West,47.91,7.4,1476,20.43277504060038,68.78295406584823,1231,0,inorganic,1.018,48.764,2022
cassava,South,43.95,5.2,1738,24.484211780348165,82.51394648071316,589,0,inorganic,14.718,646.863,2023
cocoa,Adamawa,21.66,7.3,1094,21.81276265039366,63.623911452949585,988,1,mixed,0.476,10.318,2024
coffee,Far North,28.92,7.3,564,31.830455919775883,27.10979112435148,277,0,none,0.106,3.06,2020
cassava,Far North,32.79,5.1,528,30.739858307381958,38.9967358908018,266,0,mixed,3.343,109.606,2023
palm_oil,North,47.5,7.3,702,30.845412792748505,37.68891170555854,335,1,none,2.25,106.867,2021
beans,West,24.08,7.4,1770,21.22544904416868,71.12327062126104,1209,0,organic,1.108,26.678,2018
sorghum,Littoral,11.38,6.8,2826,27.291044544053428,74.69131420104246,56,0,none,1.243,14.146,2022
rice,North,25.38,4.7,911,28.66124732505724,49.239015668513375,482,1,none,1.837,46.62,2016
plantain,North,12.05,6.4,852,29.18336631604434,41.74431938703377,397,1,organic,5.433,65.464,2021
groundnut,South West,44.99,7.2,3569,25.21296881062135,76.10199750390426,458,0,inorganic,1.818,81.77,2024
coffee,North,23.69,5.2,893,29.65585897328079,53.77891489569166,313,0,organic,0.182,4.316,2021
potato,Centre,22.8,7.1,1419,26.037174307328332,71.40241043785994,766,1,organic,14.199,323.731,2023
cassava,Littoral,37.44,4.6,2761,26.419971182415622,88.22363956961212,43,1,none,16.414,614.534,2023
cassava,South West,48.93,6.5,3370,23.613751000573437,80.90417554091633,337,0,organic,16.936,828.671,2022
plantain,Littoral,26.94,6.7,2980,25.669217151181027,83.67127549775853,84,1,organic,14.285,384.844,2016
maize,North West,47.49,6.8,1947,17.880099559419406,82.96929603373917,1527,0,none,1.81,85.974,2019
cassava,South West,9.47,7.0,3382,24.460975440344722,75.50262127997301,451,1,inorganic,17.807,168.632,2023
rice,Centre,31.64,7.3,1731,25.07617154500918,82.80899139171318,738,0,mixed,3.415,108.062,2016
potato,South,7.1,7.4,1724,26.49276662891039,84.08749012278268,477,0,inorganic,14.685,104.261,2022
cocoa,Littoral,6.05,6.1,2862,25.51096605673584,89.02648389939881,145,0,mixed,0.697,4.215,2023
onion,South,40.38,7.3,1684,26.59080967405891,76.21719000630749,494,1,mixed,23.469,947.687,2016
groundnut,Far North,13.97,5.1,421,30.6836030176538,38.54528005403734,232,0,none,0.28,3.912,2020
potato,East,29.38,6.5,1858,25.74905376046622,89.95059592852964,507,0,none,10.537,309.583,2022
potato,South,36.24,6.3,1912,24.189831686356452,80.81352212460139,560,0,mixed,15.452,559.976,2016
coffee,North West,48.92,6.0,1633,20.23499020037785,75.29909652221691,1475,0,none,0.4,19.581,2023
plantain,North,8.33,6.6,665,29.402078116679775,52.09607195308167,375,1,none,5.33,44.402,2019
potato,South West,27.13,5.2,3550,25.617182011842136,93.70377801254743,384,0,mixed,16.059,435.683,2021
cocoyam,South,3.82,7.4,1616,25.193556762053404,84.87540413563566,465,0,none,5.393,20.602,2021
plantain,North,14.02,6.2,723,28.385355765099213,38.150784652979596,434,0,organic,4.815,67.511,2022
rice,North West,22.23,6.6,1742,20.65129179102404,76.7866989326003,1580,1,none,4.122,91.641,2024
groundnut,South West,4.29,5.9,3357,26.441148737958375,75.01884295766234,300,1,mixed,2.352,10.091,2020
potato,South,4.61,7.0,1988,26.065983709749396,92.98794299735108,529,0,none,9.577,44.152,2020
tomato,South West,1.28,4.9,3362,23.61603314630431,89.5224904893549,384,0,organic,26.244,33.592,2023
plantain,West,39.43,7.1,1658,19.616776156158625,73.31433418209804,1210,1,inorganic,10.463,412.568,2021
coffee,South West,11.44,6.6,3475,26.83629953529092,81.65037981974739,459,1,none,0.628,7.19,2019
groundnut,East,3.91,5.7,1894,24.831175315585032,89.66516249464209,636,1,none,1.974,7.717,2022
palm_oil,West,45.95,5.0,1709,19.91250177831532,79.43680896338148,1233,0,none,3.25,149.344,2020
cassava,Littoral,18.08,7.4,2764,25.52746629696909,78.36286320840094,9,0,mixed,16.145,291.896,2019
potato,East,15.09,6.1,1663,24.470201748014354,73.03780209692701,529,1,none,15.673,236.499,2018
cassava,West,44.02,5.5,1737,20.679481459793365,83.0540570011157,1103,1,mixed,14.006,616.523,2023
cocoa,Centre,19.13,7.2,1479,25.647474325700095,82.48418794422855,774,1,inorganic,0.58,11.099,2024
rice,Centre,34.2,5.3,1708,24.596200354952938,75.8584058834219,765,0,none,2.241,76.627,2020
coffee,North,4.23,7.0,842,31.665392178577296,38.1128093247478,302,0,none,0.156,0.658,2017
rice,Adamawa,39.13,6.5,1193,23.19498512558206,54.500870784424805,966,0,mixed,2.392,93.586,2022
beans,Littoral,4.02,5.9,2918,26.771451952103035,82.16565961428256,-28,1,none,1.759,7.073,2016
cassava,South West,42.73,6.1,3355,23.827330210933443,87.95937361175913,487,1,organic,17.972,767.963,2023
onion,North,41.21,6.8,713,28.417026476428376,42.006985586976555,363,0,inorganic,8.834,364.032,2023
rice,West,6.99,5.2,1722,21.528048478776576,75.86013221366828,1158,0,none,2.37,16.567,2024
maize,Littoral,21.75,6.4,2913,27.25534615706868,90.0416643509732,66,1,organic,3.665,79.719,2020
cassava,Centre,45.01,5.9,1526,26.66218553567405,79.58814688216444,750,1,inorganic,15.698,706.586,2016
beans,North West,44.53,6.2,1643,18.1932546445252,71.50200245523969,1504,1,inorganic,1.532,68.214,2024
maize,Adamawa,35.67,7.2,1127,23.919492248208325,65.03223507687352,972,1,inorganic,2.0,71.331,2019
sorghum,East,46.24,7.2,1640,23.119084643045287,76.05045795559468,625,1,organic,1.872,86.573,2023
groundnut,East,43.18,5.8,1631,23.19498662084539,81.9721127325472,506,1,none,1.869,80.7,2018
coffee,North,16.5,6.4,876,28.7919604075277,50.91306152614614,360,1,organic,0.263,4.338,2018
sorghum,North,26.38,5.3,766,28.4584245830301,48.60055605200607,345,1,none,0.786,20.723,2023
beans,South West,12.88,7.3,3320,23.975100462499285,92.03469313038525,316,1,organic,1.541,19.854,2022
sorghum,Far North,5.86,6.1,590,33.67154219758179,34.564050961717726,283,1,inorganic,0.576,3.372,2022
maize,Centre,35.38,5.0,1638,26.709432191631237,68.19953819968809,702,1,inorganic,2.701,95.57,2022
maize,Littoral,26.27,7.5,2942,28.519972963244864,73.43932490715927,-4,0,mixed,3.124,82.062,2023
tomato,Littoral,18.89,5.3,2656,27.621196464314703,77.01994791073075,64,1,mixed,36.288,685.48,2024
coffee,West,31.66,7.2,1784,20.492838514677057,81.51850315675874,1180,1,inorganic,0.478,15.143,2023
palm_oil,South West,11.26,6.8,3576,25.483271494929408,81.94350404999824,372,0,none,4.156,46.798,2022
rice,North,12.38,5.5,918,30.189218415962,52.35196555673843,491,1,organic,2.116,26.196,2016
cocoa,Adamawa,24.45,6.9,1017,23.562430439949246,52.39260067121286,882,0,inorganic,0.373,9.128,2023
onion,Far North,4.58,6.5,315,30.8581575322835,25.87855953531537,223,0,inorganic,5.784,26.492,2020
sorghum,East,4.23,4.7,1843,23.06160841013098,81.63636974455028,527,0,mixed,1.354,5.727,2024
onion,South,24.29,5.2,1613,25.54499453802263,80.05663006474875,500,1,mixed,22.234,540.068,2021
rice,East,32.63,5.4,1883,22.692567283790854,75.67690548884045,564,0,none,2.218,72.372,2020
onion,Adamawa,32.89,4.9,1020,21.642477818071956,53.85566852456815,916,0,inorganic,11.954,393.177,2024
cocoyam,Far North,41.36,7.2,486,32.96856752385016,38.05334223967107,218,0,organic,1.619,66.959,2019
cocoa,Adamawa,27.78,5.5,1084,20.32874405383625,53.07349154014743,809,1,inorganic,0.469,13.037,2024
onion,Centre,33.78,6.5,1687,24.39592687029357,74.95233481517549,778,0,inorganic,17.012,574.678,2022
onion,Littoral,20.67,5.9,2625,28.135961577251198,76.07508659706538,103,1,inorganic,25.565,528.424,2019
onion,Far North,18.95,4.8,451,32.25608211795108,41.52792350763728,215,0,organic,5.903,111.861,2023
tomato,North,49.19,4.8,974,31.434987184315524,53.90689081575262,340,1,none,15.424,758.714,2020
onion,Littoral,21.64,4.6,2683,26.435720583577336,84.3309259819189,85,1,inorganic,23.639,511.538,2018
onion,East,23.99,4.5,1852,23.11120535373879,74.32311938822166,591,0,organic,16.796,402.93,2022
groundnut,Adamawa,46.0,6.6,1073,23.35721937509954,61.30811097109115,937,0,inorganic,1.298,59.711,2018
plantain,South,47.75,5.5,1752,26.61661859939971,78.32521273572955,409,1,inorganic,12.817,612.007,2017
coffee,North,20.96,7.0,875,28.532091616577546,50.73243843430718,371,0,none,0.163,3.406,2017
cocoyam,Adamawa,19.86,5.3,1205,22.85721964022884,57.62527423622812,888,0,mixed,4.623,91.818,2024
tomato,Adamawa,25.96,7.2,1254,22.365930979922176,59.68044781114014,927,0,organic,16.408,425.951,2020
maize,Centre,42.42,6.1,1451,26.206366910929866,76.22479885433097,752,0,none,2.013,85.406,2023
coffee,Centre,40.64,7.4,1602,24.527008923120896,74.29931566864684,632,0,none,0.343,13.922,2018
cassava,South West,39.19,7.3,3384,26.95886206560747,76.16421463950073,454,0,none,12.623,494.691,2016
sorghum,South West,43.28,7.3,3558,23.741813269665183,84.05689937311588,437,0,none,1.255,54.328,2024
beans,Adamawa,46.16,5.0,1141,23.23271056283031,66.36667124528486,972,1,none,0.944,43.581,2022
cocoyam,North West,45.04,6.6,1653,17.65048421176563,74.56726006635033,1535,1,none,8.29,373.364,2017
cocoa,South,17.53,6.5,1836,25.266931586523672,83.44929611785875,544,0,inorganic,0.65,11.394,2022
cocoyam,Littoral,23.49,7.1,2840,26.33701452255532,76.87814805704686,126,1,inorganic,8.838,207.597,2024
cocoa,Littoral,38.41,5.3,2919,25.358612916399963,85.7230230491994,-18,1,none,0.718,27.575,2024
tomato,Far North,3.1,5.0,366,33.02262896298963,41.30632442570403,236,1,organic,9.399,29.136,2022
cocoyam,North,48.19,6.6,778,28.979271978192283,38.433352368317074,405,1,organic,3.704,178.484,2017
tomato,South,8.23,5.4,1883,26.83625199728951,88.87658516686768,593,0,mixed,25.365,208.753,2017
rice,Littoral,5.66,5.4,2955,27.50233128439414,73.06724934762553,38,0,organic,4.149,23.482,2019
groundnut,South,13.35,6.4,1734,27.982878017176308,88.37352979060392,480,1,organic,2.104,28.09,2019
plantain,South West,42.29,6.5,3695,25.583543637444265,79.57806150404569,366,1,organic,14.189,600.05,2020
coffee,South,49.23,5.6,1775,24.003805836479874,85.1783069646225,515,0,mixed,0.485,23.888,2019
cocoyam,South West,9.45,5.9,3433,26.023980725222284,88.29555612273823,437,1,mixed,9.469,89.478,2023
groundnut,West,23.17,5.4,1439,20.436091127662635,66.18685408383566,1283,0,mixed,1.613,37.382,2016
beans,Adamawa,15.87,5.9,1129,23.850272833832854,54.26611346726027,821,1,mixed,0.997,15.83,2022
palm_oil,North,35.47,6.1,860,31.714477187657234,47.223022179644325,365,0,inorganic,2.725,96.652,2016
groundnut,North,26.28,4.9,830,30.247173012199706,42.86705401118108,308,0,mixed,0.725,19.065,2019
cocoa,West,43.32,7.5,1549,21.364072812609344,65.4390421152575,1259,1,mixed,0.597,25.861,2018
palm_oil,Centre,25.92,7.0,1508,25.90013235315748,87.54642299307544,666,1,organic,5.214,135.146,2021
cocoa,Centre,43.14,7.0,1422,24.6287268607582,71.61149773122098,651,0,organic,0.611,26.362,2020
cocoyam,Centre,49.53,5.7,1523,25.013433954305356,85.45881000296076,736,0,none,4.907,243.033,2019
onion,South West,47.63,5.7,3357,23.98372467516383,86.55680536749678,440,0,none,15.035,716.139,2022
tomato,Far North,14.36,6.3,642,30.4350854200614,34.02513234085188,245,0,mixed,5.639,80.97,2016
groundnut,Centre,24.02,7.2,1621,25.272687497031573,82.01574312677006,790,0,mixed,1.73,41.554,2017
coffee,Adamawa,38.73,4.9,1057,22.98384927362993,54.87216714166975,923,0,organic,0.297,11.485,2020
cocoa,Adamawa,42.99,7.0,1307,21.098866612304697,52.7492990250648,820,0,organic,0.414,17.796,2018
cocoyam,South,46.25,6.8,1647,24.779049611952917,81.15870694240624,441,1,none,8.079,373.64,2022
cocoa,North West,17.88,4.7,1803,18.608046413463192,82.85669748429831,1567,1,none,0.641,11.463,2018
rice,South,32.04,6.5,1933,26.723777401393868,77.99129215933006,490,1,inorganic,4.561,146.127,2017
beans,Adamawa,0.64,4.8,1288,20.21649836533589,64.74705117916378,974,0,organic,0.8,0.512,2020
cassava,Centre,25.49,5.4,1506,24.696266819515984,79.7409539870005,790,0,organic,14.044,357.989,2019
coffee,Adamawa,10.04,5.7,1057,21.795159329702333,52.70066663595997,978,1,none,0.391,3.922,2019
sorghum,South West,36.8,7.1,3571,23.11051150350548,82.49287379132795,436,1,organic,1.961,72.182,2020
beans,East,9.86,5.9,1630,25.832754815374738,88.27887965618034,570,0,organic,1.202,11.85,2019
maize,Littoral,30.95,6.4,2968,25.317099980875458,85.33742841608999,75,1,none,3.709,114.789,2017
plantain,West,41.21,6.1,1408,20.12536810657627,75.70000843180304,1164,1,mixed,10.701,440.987,2024
palm_oil,Far North,36.65,7.0,672,30.770836330992758,27.99812012687454,313,1,organic,1.572,57.616,2024
cassava,Littoral,38.83,6.2,2947,28.207698822885394,72.55517195832714,26,1,inorganic,17.347,673.575,2018
palm_oil,Adamawa,18.1,7.3,1279,20.354381349297306,58.876818854007844,910,1,none,3.779,68.402,2022
cassava,West,22.92,7.1,1501,18.789184202763945,82.50423539564693,1294,1,mixed,13.409,307.337,2018
sorghum,West,13.83,6.8,1691,21.64673947644939,79.22641773264718,1127,1,inorganic,1.505,20.818,2020
groundnut,Littoral,14.76,4.6,2724,26.334082749077496,86.65241362042869,108,0,organic,1.719,25.38,2017
potato,Littoral,49.9,4.6,2725,26.7363585064922,73.75608573722035,-44,1,none,17.173,856.923,2017
coffee,West,21.56,4.6,1634,20.828873877085925,76.41726386155341,1287,1,inorganic,0.46,9.926,2023
beans,East,10.41,7.3,1583,24.58911157986948,72.50561887461056,685,0,mixed,1.198,12.469,2024
groundnut,North,28.96,5.0,823,29.06493952364637,49.071319137894726,306,0,mixed,0.726,21.017,2020
beans,Centre,31.98,5.6,1642,26.638269946347762,85.96039375326919,621,1,mixed,1.312,41.97,2018
palm_oil,North West,7.71,7.0,1698,18.966388306772103,69.62856997143709,1574,1,none,5.616,43.299,2021
sorghum,Adamawa,45.5,7.4,1278,20.099738683391713,63.07528082731159,954,1,mixed,1.119,50.904,2022
coffee,Adamawa,7.52,7.0,1198,23.62919931500153,61.91364254032178,811,0,none,0.29,2.179,2021
groundnut,Littoral,38.02,6.2,2988,26.002601291629077,81.79545750316592,-22,1,organic,2.295,87.255,2022
palm_oil,West,43.76,6.7,1469,21.212873605708587,70.26158501659302,1289,0,organic,4.654,203.672,2020
coffee,Littoral,29.94,5.3,2888,25.18884921695522,91.11385456107567,28,1,none,0.547,16.38,2019
groundnut,Adamawa,39.88,5.3,1233,23.363379426460245,67.24723395038106,812,0,mixed,1.305,52.03,2023
potato,East,3.64,6.4,1686,25.627667033373918,82.53063174111173,607,0,organic,14.736,53.637,2023
cassava,Centre,17.68,5.2,1596,25.244621583516377,82.62479950916297,610,1,organic,14.5,256.357,2018
onion,South West,35.85,4.9,3346,26.29712375152113,87.86022913151784,432,0,inorganic,20.769,744.584,2016
cocoa,East,39.62,5.9,1766,25.867952184519197,74.85443737362189,563,0,mixed,0.624,24.717,2017
tomato,Adamawa,44.78,6.1,1167,23.82473040976376,51.864434947927876,962,0,mixed,16.923,757.82,2016
sorghum,East,12.42,6.7,1561,23.813284581488464,78.61000230000862,668,1,inorganic,1.573,19.541,2021
cocoyam,Adamawa,17.86,5.2,1103,20.685892660897146,68.50188438452302,807,1,none,5.027,89.779,2017
cassava,North,13.28,6.3,698,29.917629517704505,40.763941309923354,488,0,none,4.862,64.574,2016
beans,Littoral,14.89,4.8,2890,27.658516955874465,74.01422497382315,56,0,none,0.989,14.723,2023
coffee,Far North,31.48,7.2,433,31.51128357116578,33.20374418347859,290,0,inorganic,0.1,3.148,2021
plantain,Far North,21.85,4.5,468,30.54892828579509,29.5393543948899,279,1,none,2.308,50.44,2023
palm_oil,East,49.96,6.0,1568,22.82268063020144,71.46939671566503,691,0,none,3.798,189.772,2024
potato,South,15.84,7.5,1784,26.444789815625654,89.47641997157017,497,1,organic,17.268,273.526,2022
cocoa,East,16.66,6.7,1567,22.99968711424574,83.88723299694894,522,0,organic,0.622,10.369,2018
palm_oil,Littoral,12.27,6.4,2609,28.10014779700448,83.9554105615681,42,1,mixed,6.347,77.883,2020
coffee,Littoral,33.29,7.1,2710,28.318059152752088,87.42315733848308,11,1,none,0.669,22.277,2020
maize,West,3.22,4.8,1733,18.853328375066415,66.53112150601886,1123,1,mixed,2.686,8.65,2019
coffee,West,1.33,7.4,1491,21.303820327993318,71.25903332734063,1160,0,inorganic,0.457,0.607,2019
maize,South West,17.56,6.8,3619,25.49324955756801,83.15600525579599,415,1,none,3.387,59.484,2020
potato,East,8.75,5.2,1578,22.150332034570898,88.28926558314606,660,1,organic,16.211,141.845,2023
cassava,East,7.67,5.7,1554,25.267771731652196,79.84790132105127,597,1,none,14.9,114.285,2023
palm_oil,Far North,29.72,4.9,578,31.171116182268385,33.22852943236353,304,0,mixed,1.238,36.792,2020
tomato,North,39.88,5.9,663,29.131532946678508,42.989172793984125,365,0,inorganic,12.037,480.028,2024
cassava,South,42.73,5.3,1981,26.752223000880566,85.93448554405047,402,0,organic,14.474,618.479,2019
sorghum,North West,34.97,7.1,1983,18.30877145482161,80.28546074364348,1477,0,mixed,1.6,55.94,2020
cocoa,North,19.68,5.0,702,31.05983599261264,39.15744784017795,364,0,mixed,0.271,5.329,2022
maize,South,20.68,6.1,1621,24.666447173855676,77.64377718838709,541,0,inorganic,3.044,62.945,2017
sorghum,West,11.38,5.4,1690,18.85067307058864,81.0797813529231,1244,1,organic,1.517,17.266,2019
groundnut,West,25.57,6.6,1792,18.326412322696687,84.36449101766192,1166,1,inorganic,1.84,47.05,2022
potato,Centre,1.23,5.4,1488,23.811343027456157,87.97459299441618,792,0,inorganic,13.899,17.096,2020
rice,Littoral,27.53,6.9,2792,28.3825364704385,81.67559871691384,37,1,mixed,5.149,141.747,2017
palm_oil,Far North,24.91,6.7,370,32.68643469213314,40.814308845902744,366,1,mixed,1.687,42.017,2022
sorghum,Centre,14.85,7.2,1608,23.917755115238304,70.76341958305578,639,1,mixed,1.679,24.934,2023
maize,Far North,31.59,5.3,450,31.532377301510493,25.093100513117683,316,0,none,0.505,15.943,2020
cocoyam,East,35.58,6.8,1779,24.127586327505607,70.56232693294062,698,0,mixed,6.888,245.081,2019
coffee,Centre,23.15,5.0,1770,26.622543387775487,70.08717358608669,635,1,inorganic,0.472,10.927,2019
tomato,West,36.75,5.0,1441,21.836901791420598,84.13949958618034,1170,0,organic,20.507,753.62,2021
tomato,Centre,29.04,4.6,1624,24.49054969881604,81.64189806461957,772,1,none,30.331,880.802,2017
rice,North West,8.46,6.6,1941,18.440643019471498,76.13248561757801,1583,1,mixed,4.404,37.26,2023
rice,West,24.79,5.5,1484,18.84149440689634,74.41879362704094,1185,1,none,3.79,93.946,2023
cassava,North West,5.8,7.1,1990,20.49718202726895,76.53856106461723,1482,1,inorganic,14.297,82.921,2021
onion,Far North,10.28,4.6,528,33.61590327441338,25.344189655423186,349,1,none,5.269,54.162,2018
plantain,Far North,11.34,4.5,653,33.092133882370526,38.585263326025945,295,1,none,2.649,30.041,2017
maize,South,6.38,6.8,1754,25.980149988777292,92.69656740821551,419,1,organic,3.159,20.155,2018
coffee,East,36.69,6.6,1503,25.84979610408574,76.86060418821305,625,1,inorganic,0.554,20.329,2020
tomato,North,23.72,5.1,700,31.788781308373792,46.73292573573735,353,1,inorganic,13.462,319.324,2018
rice,East,28.5,6.4,1685,22.493177863672322,78.70991108553649,567,0,organic,3.709,105.713,2024
rice,East,45.09,6.3,1558,25.93910302884446,80.52117759779816,659,1,inorganic,4.492,202.537,2016
coffee,Far North,22.86,5.0,363,31.591225744412288,43.773916765343316,350,1,mixed,0.136,3.108,2023
cocoa,North,13.41,5.7,858,29.18850373073939,36.47072064198785,473,0,inorganic,0.345,4.626,2022
coffee,Littoral,36.17,7.3,2830,25.620611771786976,87.72018001523213,-26,0,inorganic,0.538,19.447,2019
cocoyam,East,18.57,7.3,1748,24.81847823502018,75.7511002719036,594,1,organic,7.633,141.753,2016
rice,North West,40.5,6.9,1999,18.53480513216091,71.59474322334273,1508,1,organic,4.39,177.793,2017
groundnut,West,21.78,7.0,1700,18.282600349344023,77.70607559116564,1163,1,none,1.78,38.766,2020
palm_oil,Far North,19.11,5.5,331,31.16246573119784,44.780164004914916,237,0,organic,1.558,29.768,2023
coffee,Centre,3.19,7.4,1599,24.217911007248738,85.21557968478766,712,1,inorganic,0.524,1.673,2019
groundnut,North West,23.8,5.1,1605,19.439450808058034,71.10249868222081,1461,0,organic,1.648,39.217,2022
cocoyam,Far North,27.66,5.1,445,31.906931136713602,41.10387127185211,345,1,none,1.897,52.465,2016
